Rxn name	Formula	Gene-reaction association	LB	UB	Objective
R10690	C00003[c] + C03827[c]  <=> C00004[c] + C00080[c] + C20781[c] 	IB49_00335	-1000.00	1000.00	  0.00
R10691	C00001[c] + C20781[c]  -> C00022[c] + C00080[c] + C00186[c] 	IB49_13750	  0.00	1000.00	  0.00
R10698	C00026[c] + C12213[c]  -> C00025[c] + C20668[c] 	IB49_08005	  0.00	1000.00	  0.00
R10699	C00047[c] + C01092[c]  <=> C01037[c] + C04076[c] 	IB49_07180	-1000.00	1000.00	  0.00
R10703	C00003[c] + C01845[c]  <=> C00004[c] + C00080[c] + C00207[c] 	IB49_08390	-1000.00	1000.00	  0.00
R10707	C00024[c] + C00080[c] + C01209[c]  <=> C00010[c] + C00011[c] + C05744[c] 	IB49_14340	-1000.00	1000.00	  0.00
R10712	2 C00080[c] + C04752[c] + C20247[c]  <=> C00011[c] + C00013[c] + C01081[c] 	IB49_09805	-1000.00	1000.00	  0.00
R10719	C00003[c] + C20797[c]  <=> C00004[c] + C00080[c] + C20798[c] 	IB49_15410	-1000.00	1000.00	  0.00
R10757	C03657[c] + C05847[c]  -> C00011[c] + C00013[c] + C19847[c] 	IB49_06270	  0.00	1000.00	  0.00
R10769	C00002[c] + C00010[c] + C20199[c]  <=> C00013[c] + C00020[c] + C20838[c] 	IB49_18355	-1000.00	1000.00	  0.00
R10788	C00006[c] + C00507[c]  -> C00005[c] + C00080[c] + C02991[c] 	IB49_16180	  0.00	1000.00	  0.00
R10797	C00058[c] + C00876[c]  <=> C00011[c] + C01080[c] 	IB49_12905	-1000.00	1000.00	  0.00
R10820	C00002[c] + C00010[c] + C00080[c] + C08276[c]  <=> C00013[c] + C00020[c] + C20870[c] 	IB49_16835	-1000.00	1000.00	  0.00
R10829	C00009[c] + C20887[c]  <=> C00140[c] + C00636[c] 	IB49_08905	-1000.00	1000.00	  0.00
R10843	C00007[c] + C06098[c]  -> C19731[c] + C20894[c] 	IB49_02630	  0.00	1000.00	  0.00
R10844	C00007[c] + C20894[c]  -> C19730[c] + C19731[c] 	IB49_02630	  0.00	1000.00	  0.00
R10847	C20896[c]  -> C00679[c] 	IB49_09890	  0.00	1000.00	  0.00
R10859	C00001[c] + C00080[c] + C02869[c] + C11811[c]  <=> C02745[c] + C11453[c] 	IB49_04125	-1000.00	1000.00	  0.00
R10860	C00001[c] + C00003[c] + C00118[c]  -> C00004[c] + 2 C00080[c] + C00197[c] 	IB49_01455	  0.00	1000.00	  0.00
R10917	C00003[c] + C20940[c]  <=> C00004[c] + C00080[c] + C20941[c] 	IB49_00335	-1000.00	1000.00	  0.00
R10919	C00006[c] + C20943[c]  <=> C00005[c] + C00080[c] + C20944[c] 	IB49_15245	-1000.00	1000.00	  0.00
R10936	2 C00001[c] + C20955[c]  -> C00010[c] + C00011[c] + C00084[c] + C00409[c] 	IB49_18375	  0.00	1000.00	  0.00
R10938	C20957[c]  <=> C20958[c] 	IB49_09890	-1000.00	1000.00	  0.00
R10948	C00002[c] + C00288[c]  <=> C00008[c] + C20969[c] 	IB49_16005 or IB49_16000 or IB49_14300	-1000.00	1000.00	  0.00
R10949	C00014[c] + C20969[c]  <=> C00009[c] + C00080[c] + C01563[c] 	IB49_16005 or IB49_16000 or IB49_14300	-1000.00	1000.00	  0.00
R10955	C03319[c] + C12379[c]  -> C00080[c] + C00363[c] + C20974[c] 	IB49_07180	  0.00	1000.00	  0.00
R10956	C00019[c] + C20974[c]  <=> C00021[c] + C00080[c] + C20975[c] 	IB49_07180	-1000.00	1000.00	  0.00
R10957	C00019[c] + C20975[c]  <=> C00021[c] + C00080[c] + C20976[c] 	IB49_07180	-1000.00	1000.00	  0.00
R10960	9 C00080[c] + 10 C00083[c]  <=> 2 C00001[c] + 10 C00010[c] + 10 C00011[c] + C12366[c] 	IB49_14345	-1000.00	1000.00	  0.00
R10970	C00002[c] + C20830[c]  <=> C00008[c] + C20831[c] 	IB49_08685	-1000.00	1000.00	  0.00
R10991	C00026[c] + C02356[c]  <=> C00025[c] + C00109[c] 	IB49_05190	-1000.00	1000.00	  0.00
R10995	C00003[c] + C00507[c]  -> C00004[c] + C00080[c] + C02991[c] 	IB49_16180	  0.00	1000.00	  0.00
R10996	C00068[c] + C00109[c]  <=> C00011[c] + C21017[c] 	IB49_08605 or IB49_08600 or IB49_03675 or IB49_03680	-1000.00	1000.00	  0.00
R11038	C00041[c] + C20954[c]  <=> C00022[c] + C21068[c] 	IB49_06635	-1000.00	1000.00	  0.00
R11051	C00005[c] + C00080[c] + C06620[c]  <=> C00006[c] + C11928[c] 	IB49_01780	-1000.00	1000.00	  0.00
R11067	C00004[c] + C00080[c] + C21086[c]  <=> C00003[c] + C21087[c] 	IB49_15405	-1000.00	1000.00	  0.00
R11068	C00079[c] + C21087[c]  <=> C00166[c] + C20940[c] 	IB49_15040	-1000.00	1000.00	  0.00
R11130	C00016[c] + C20870[c]  <=> C01352[c] + C20955[c] 	IB49_09525	-1000.00	  0.00	  0.00
R11153	C00004[c] + C00007[c] + C00080[c] + C16361[c]  <=> C00001[c] + C00003[c] + C21144[c] 	IB49_00320	-1000.00	1000.00	  0.00
R11174	C04778[c] + C06510[c]  <=> C00080[c] + C00144[c] + C21153[c] 	IB49_03070	-1000.00	1000.00	  0.00
R11183	C00002[c] + C11838[c]  <=> C00008[c] + C20959[c] 	IB49_01370	-1000.00	1000.00	  0.00
R11195	C00001[c] + C00006[c] + C21166[c]  -> C00005[c] + C00080[c] + C21167[c] 	IB49_01455	  0.00	1000.00	  0.00
R11263	C02225[c]  <=> C00001[c] + C21250[c] 	IB49_16985	-1000.00	1000.00	  0.00
R11311	C06215[c]  <=> C01725[c] 	IB49_09760	-1000.00	  0.00	  0.00
R11319	C00008[c] + C00068[c]  <=> C00020[c] + C03028[c] 	IB49_10930	-1000.00	1000.00	  0.00
R11323	C00001[c] + C00459[c]  -> C00013[c] + C00080[c] + C00364[c] 	IB49_10460	  0.00	1000.00	  0.00
R11329	2 C00080[c] + C21284[c]  <=> C05770[c] + C14818[c] 	IB49_13585	-1000.00	1000.00	  0.00
R11332	C03394[c]  <=> C03604[c] 	IB49_07360	-1000.00	1000.00	  0.00
R11339	C00003[c] + C03979[c]  <=> C00004[c] + C00080[c] + C20781[c] 	IB49_16180	-1000.00	1000.00	  0.00
R11372	C00001[c] + C21310[c]  <=> C00013[c] + C18239[c] 	IB49_11565 or IB49_14200	-1000.00	1000.00	  0.00
R11395	C00026[c] + C21333[c]  <=> C00025[c] + C21332[c] 	IB49_08005	-1000.00	1000.00	  0.00
R11398	C00009[c] + C21336[c]  <=> C00159[c] + C00636[c] 	IB49_08905	-1000.00	1000.00	  0.00
R11402	C00044[c] + C21367[c]  <=> C00013[c] + C21368[c] 	IB49_06310	-1000.00	1000.00	  0.00
R11435	7 C00005[c] + 7 C00080[c] + 8 C00083[c] + C00229[c]  <=> 6 C00001[c] + 7 C00006[c] + 8 C00010[c] + 8 C00011[c] + C21357[c] 	IB49_16175	-1000.00	1000.00	  0.00
R11472	C00003[c] + C06017[c]  -> C00004[c] + C00011[c] + C00080[c] + C21351[c] 	IB49_05285	  0.00	1000.00	  0.00
R11474	C00005[c] + C00080[c] + C21352[c]  <=> C00006[c] + C21353[c] 	IB49_01780	-1000.00	  0.00	  0.00
R11516	8 C00083[c] + C21430[c]  <=> 8 C00010[c] + 8 C00011[c] + C00080[c] + C12441[c] 	IB49_14345	-1000.00	1000.00	  0.00
R11522	2 C00027[c] + 2 C00080[c] + C21284[c]  <=> 4 C00001[c] + 2 C00011[c] + C00032[c] 	IB49_09650	-1000.00	1000.00	  0.00
R11536	C00002[c] + C00503[c]  <=> C00008[c] + C21294[c] 	IB49_01370	-1000.00	1000.00	  0.00
R11581	C00044[c] + C18237[c]  <=> C00013[c] + C19871[c] 	IB49_14100	-1000.00	1000.00	  0.00
R11582	C00063[c] + C18237[c]  <=> C00013[c] + C21485[c] 	IB49_12415	-1000.00	1000.00	  0.00
R11599	C00052[c] + C01289[c]  <=> C00015[c] + C21493[c] 	IB49_12975	-1000.00	1000.00	  0.00
R11607	C00026[c] + C05117[c]  <=> C00025[c] + C00332[c] 	IB49_12975	-1000.00	1000.00	  0.00
R11608	C00002[c] + C00156[c]  <=> C00013[c] + C21497[c] 	IB49_13605	-1000.00	1000.00	  0.00
R11627	2 C00001[c] + 2 C00002[c] + 2 C00064[c] + C21510[c]  <=> 2 C00008[c] + 2 C00009[c] + 2 C00025[c] + C21511[c] 	IB49_00990	-1000.00	1000.00	  0.00
R11632	C00002[c] + C00010[c] + C00318[c]  <=> C00013[c] + C00020[c] + C20750[c] 	IB49_13605	-1000.00	1000.00	  0.00
R11655	C00001[c] + C00003[c] + C21559[c]  <=> C00004[c] + C00026[c] + C00080[c] + C03401[c] 	IB49_14860	-1000.00	1000.00	  0.00
R11667	C00065[c] + C00083[c] + C21567[c]  <=> C00001[c] + C00010[c] + 2 C00011[c] + C00229[c] + C21568[c] 	IB49_02360	-1000.00	1000.00	  0.00
R11700	2 C00019[c] + C00032[c] + 2 C02745[c]  <=> C00021[c] + C00073[c] + 2 C02869[c] + C05198[c] + C14818[c] + C21603[c] 	IB49_04340	-1000.00	1000.00	  0.00
R11705	C00025[c] + C01005[c]  <=> C00009[c] + C21559[c] 	IB49_17970	-1000.00	1000.00	  0.00
R11711	4 C00007[c] + 2 C00062[c] + 3 C02745[c]  <=> 4 C00001[c] + 2 C00080[c] + 2 C00327[c] + 2 C00533[c] + 3 C02869[c] 	IB49_00320	-1000.00	1000.00	  0.00
R11712	2 C00007[c] + 2 C00062[c] + 2 C02745[c]  <=> 2 C00001[c] + 2 C02869[c] + 2 C05933[c] 	IB49_00320	-1000.00	1000.00	  0.00
R11713	2 C00007[c] + C02745[c] + 2 C05933[c]  <=> 2 C00001[c] + 2 C00080[c] + 2 C00327[c] + 2 C00533[c] + C02869[c] 	IB49_00320	-1000.00	1000.00	  0.00
R11721	C21618[c]  <=> C21612[c] 	IB49_17990	-1000.00	1000.00	  0.00
R11722	C21617[c]  <=> C03064[c] 	IB49_17990	-1000.00	1000.00	  0.00
R11765	C00006[c] + C00272[c]  <=> C00005[c] + C00080[c] + C02953[c] 	IB49_00910	-1000.00	1000.00	  0.00
R11872	C00002[c] + C00156[c] + C00229[c]  <=> C00013[c] + C00020[c] + C21505[c] 	IB49_13605	-1000.00	1000.00	  0.00
R11873	C00229[c] + C21497[c]  <=> C00020[c] + C21505[c] 	IB49_13605	-1000.00	1000.00	  0.00
R11894	C00002[c] + C21748[c]  -> C00008[c] + C21749[c] 	IB49_02820	 -0.00	1000.00	  0.00
R11895	C00002[c] + C21750[c]  -> C00008[c] + C21751[c] 	IB49_02820	 -0.00	1000.00	  0.00
R11944	2 C00011[c] + 2 C00138[c] + C03576[c] + C04628[c]  <=> 2 C00058[c] + 2 C00139[c] + C04832[c] 	IB49_12905	-1000.00	  0.00	  0.00
R12024	C00001[c] + C21858[c]  <=> C00026[c] + C01419[c] 	IB49_15035	-1000.00	1000.00	  0.00
R12175	C00005[c] + C00080[c] + C17622[c]  <=> C00006[c] + C09804[c] 	IB49_09520	-1000.00	1000.00	  0.00
R12214	C00026[c] + C01672[c]  <=> C00025[c] + C12455[c] 	IB49_11235	-1000.00	1000.00	  0.00
R12215	C00001[c] + C00003[c] + C12455[c]  -> C00004[c] + 2 C00080[c] + C00431[c] 	IB49_05715	  0.00	1000.00	  0.00
R12272	C00002[c] + C00025[c] + C01212[c]  <=> C00008[c] + C00009[c] + C00080[c] + C22053[c] 	IB49_15860	-1000.00	1000.00	  0.00
R12352	C00001[c] + C00002[c] + C00064[c] + C20961[c]  -> C00008[c] + C00009[c] + C00025[c] + C20966[c] 	IB49_14815	  0.00	1000.00	  0.00
R04231	C00063[c] + C00097[c] + C03492[c]  -> C00013[c] + C00055[c] + C00080[c] + C04352[c] 	IB49_16075	  0.00	1000.00	  0.00
R03269	C00080[c] + C04352[c]  -> C00011[c] + C01134[c] 	IB49_16075	  0.00	1000.00	  0.00
R02472	C00006[c] + C00522[c]  <=> C00005[c] + C00080[c] + C00966[c] 	IB49_13335	-1000.00	1000.00	  0.00
R00009	2 C00027[c]  -> 2 C00001[c] + C00007[c] 	IB49_00430	  0.00	1000.00	  0.00
R00267	C00006[c] + C00311[c]  -> C00005[c] + C00011[c] + C00026[c] 	IB49_05560	  0.00	1000.00	  0.00
R02413	C00006[c] + C00493[c]  <=> C00005[c] + C00080[c] + C02637[c] 	IB49_04485	-1000.00	1000.00	  0.00
R00549	C00002[c] + C00255[c]  -> C00008[c] + C00061[c] + C00080[c] 	IB49_16565	  0.00	1000.00	  0.00
R00161	C00002[c] + C00061[c] + C00080[c]  -> C00013[c] + C00016[c] 	IB49_16565	  0.00	1000.00	  0.00
R03314	C01165[c]  <=> C00001[c] + C00080[c] + C03912[c] 		-1000.00	1000.00	  0.00
R01652	C00011[c] + C00233[c]  <=> C00080[c] + C04236[c] 		-1000.00	  0.00	  0.00
R02101	C00143[c] + C00365[c]  -> C00364[c] + C00415[c] 	IB49_00915	  0.00	1000.00	  0.00
R04365	C00001[c] + C00091[c] + C03972[c]  -> C00010[c] + C04462[c] 	IB49_15520	  0.00	1000.00	  0.00
R01777	C00091[c] + C00263[c]  -> C00010[c] + C01118[c] 	IB49_00960	  0.00	1000.00	  0.00
R00751	C00188[c]  -> C00037[c] + C00084[c] 		  0.00	1000.00	  0.00
R04014	C00001[c] + C05223[c]  -> C00229[c] + C02679[c] 	IB49_00680 or IB49_01350 or IB49_18150	  0.00	1000.00	  0.00
R08163	C00001[c] + C04088[c]  -> C00229[c] + C01530[c] 	IB49_00680 or IB49_01350 or IB49_18150	  0.00	1000.00	  0.00
R08159	C00001[c] + C05761[c]  -> C00229[c] + C06424[c] 	IB49_00680 or IB49_01350 or IB49_18150	  0.00	1000.00	  0.00
R01706	C00001[c] + C05764[c]  -> C00080[c] + C00229[c] + C00249[c] 	IB49_00680 or IB49_01350 or IB49_18150	  0.00	1000.00	  0.00
R02035	C00001[c] + C01236[c]  -> C00080[c] + C00345[c] 		  0.00	1000.00	  0.00
R08575	C00118[c] + C05382[c]  <=> C00085[c] + C00279[c] 	IB49_09480	-1000.00	1000.00	  0.00
R00104	C00002[c] + C00003[c]  -> C00006[c] + C00008[c] + C00080[c] 	IB49_05820 or IB49_14470	  0.00	1000.00	  0.00
R00619	C00002[c] + C00378[c]  -> C00020[c] + C00068[c] + C00080[c] 	IB49_16125	  0.00	1000.00	  0.00
R00004	C00001[c] + C00013[c]  -> 2 C00009[c] + C00080[c] 	IB49_03015 or IB49_07560	  0.00	1000.00	  0.00
R00138	C00001[c] + C00536[c]  -> C00009[c] + C00013[c] 	IB49_03015 or IB49_07560	  0.00	1000.00	  0.00
CO2toH2Carbonate	C00001[c] + C00011[c]  <=> C01353[c] 		-1000.00	1000.00	  0.00
H2CarbonatetoCarbonate	C01353[c]  <=> C00080[c] + C00288[c] 		-1000.00	1000.00	  0.00
GlutoPreHeme	C00002[c] + C00005[c] + C00025[c] + C00080[c]  -> C00006[c] + C00013[c] + C00020[c] + C03741[c] 	IB49_05115	  0.00	1000.00	  0.00
R00955	C00029[c] + C00446[c]  <=> C00052[c] + C00103[c] 	IB49_02500	-1000.00	1000.00	  0.00
EX_Acetate	C00033[c]  -> 		  0.00	1000.00	  0.00
EX_Lactate	C00186[c]  -> 		  0.00	1000.00	  0.00
EX_Pyruvate	C00022[c]  -> 		  0.00	1000.00	  0.00
EX_Citrate	C00158[c]  -> 		  0.00	1000.00	  0.00
EX_Succinate	C00042[c]  -> 		  0.00	1000.00	  0.00
EX_Alanine	C00041[c]  -> 		  0.00	1000.00	  0.00
EX_Asparagine	C00152[c]  -> 		  0.00	1000.00	  0.00
EX_Aspartate	C00049[c]  -> 		  0.00	1000.00	  0.00
EX_Glutamine	C00064[c]  -> 		  0.00	1000.00	  0.00
EX_Glutamate	C00025[c]  -> 		  0.00	1000.00	  0.00
EX_Glycine	C00037[c]  -> 		  0.00	1000.00	  0.00
EX_Isoleucine	C00407[c]  -> 		  0.00	1000.00	  0.00
EX_Leucine	C00123[c]  -> 		  0.00	1000.00	  0.00
EX_Lysine	C00047[c]  -> 		  0.00	1000.00	  0.00
EX_Methionine	C00073[c]  -> 		  0.00	1000.00	  0.00
EX_Phenylalanine	C00079[c]  -> 		  0.00	1000.00	  0.00
EX_Proline	C00148[c]  -> 		  0.00	1000.00	  0.00
EX_Serine	C00065[c]  -> 		  0.00	1000.00	  0.00
EX_Threonine	C00188[c]  -> 		  0.00	1000.00	  0.00
EX_Tyrosine	C00082[c]  -> 		  0.00	1000.00	  0.00
EX_Valine	C00183[c]  -> 		  0.00	1000.00	  0.00
EX_Arginine	C00062[c]  -> 		  0.00	1000.00	  0.00
EX_Cysteine	C00097[c]  -> 		  0.00	1000.00	  0.00
EX_Histidine	C00135[c]  -> 		  0.00	1000.00	  0.00
EX_Tryptophan	C00078[c]  -> 		  0.00	1000.00	  0.00
EX_Fumarate	C00122[c]  -> 		  0.00	1000.00	  0.00
EX_Ethanol	C00469[c]  -> 		  0.00	1000.00	  0.00
3HB_thioesterase	C00001[c] + C03561[c]  -> C00010[c] + C00080[c] + C01089[c] 	IB49_00680 or IB49_01350 or IB49_1815	  0.00	1000.00	  0.00
EX_3HB	C01089[c]  -> 		  0.00	1000.00	  0.00
EX_Galactose	C00124_e[e]  -> 		  0.00	  0.00	  0.00
EX_Mannose	C00159_e[e]  -> 		  0.00	  0.00	  0.00
EX_Xylose	C00181_e[e]  -> 		  0.00	  0.00	  0.00
EX_Glucose	C00031_e[e]  <=> 		-16.05	  0.00	  0.00
EX_Oxygen	C00007[c]  <=> 		-34.41	  0.00	  0.00
EX_Orthophosphate	C00009_e[e]  <=> 		-1000.00	1000.00	  0.00
EX_Ammonia	C00014[c]  <=> 		-1000.00	1000.00	  0.00
EX_Sulfate	C00059[c]  <=> 		-1000.00	1000.00	  0.00
EX_H2O	C00001[c]  <=> 		-1000.00	1000.00	  0.00
EX_H	C00080[c]  <=> 		-1000.00	1000.00	  0.00
EX_CO2	C00011[c]  -> 		  0.00	1000.00	  0.00
EX_Molybdate	C06232_e[e]  <=> 		-1000.00	  0.00	  0.00
EX_VitB12	C00853_e[e]  <=> 		-1000.00	  0.00	  0.00
EX_PyridoxinHydrochloride	C00314_e[e]  <=> 		-1000.00	  0.00	  0.00
EX_Thiamine	C00378_e[e]  <=> 		-1000.00	  0.00	  0.00
EX_Nicotinicacid	C00253_e[e]  <=> 		-1000.00	  0.00	  0.00
EX_paminobenzoate	C00568_e[e]  <=> 		-1000.00	  0.00	  0.00
EX_Biotin	C00120_e[e]  <=> 		-1000.00	  0.00	  0.00
EX_Folate	C00504_e[e]  <=> 		-1000.00	  0.00	  0.00
EX_Fe	C14818_e[e]  <=> 		-1000.00	  0.00	  0.00
PTS	C00022[c] + C00092[c]  <=> C00074[c] + C00031_e[e] 	IB49_15245 and IB49_15250 and IB49_09775 and IB49_15255	-1000.00	  0.00	  0.00
PTS_Fru	C00022[c] + C01094[c]  <=> C00074[c] + C00095_e[e] 	IB49_01210 and IB49_15255	-30.60	  0.00	  0.00
PTS_Man	C00022[c] + C00275[c]  <=> C00074[c] + C00159_e[e] 	IB49_01210 and IB49_15255	-30.60	  0.00	  0.00
Glycerol3P_import	2 C00008[c] + 2 C00009[c] + 2 C00080[c] + C00093[c]  <=> 2 C00001[c] + 2 C00002[c] + C00093_e[e] 	IB49_01970 and IB49_01980 and IB49_01985	-1000.00	  0.00	  0.00
Xylose_import	2 C00008[c] + 2 C00009[c] + 2 C00080[c] + C00181[c]  <=> 2 C00001[c] + 2 C00002[c] + C00181_e[e] 	IB49_01410 and IB49_01390	-34.90	  0.00	  0.00
Molybdate_import	2 C00008[c] + 2 C00009[c] + 2 C00080[c] + C06232[c]  <=> 2 C00001[c] + 2 C00002[c] + C06232_e[e] 	IB49_05405 and IB49_14195	-1000.00	  0.00	  0.00
VitB12_import	2 C00008[c] + 2 C00009[c] + 2 C00080[c] + C00853[c]  <=> 2 C00001[c] + 2 C00002[c] + C00853_e[e] 		-1000.00	  0.00	  0.00
PyrHCl_import	2 C00008[c] + 2 C00009[c] + 2 C00080[c] + C00314[c]  <=> 2 C00001[c] + 2 C00002[c] + C00314_e[e] 		-1000.00	  0.00	  0.00
Thiamine_import	2 C00008[c] + 2 C00009[c] + 2 C00080[c] + C00378[c]  <=> 2 C00001[c] + 2 C00002[c] + C00378_e[e] 		-1000.00	  0.00	  0.00
Nicotinate_import	2 C00008[c] + 2 C00009[c] + 2 C00080[c] + C00253[c]  <=> 2 C00001[c] + 2 C00002[c] + C00253_e[e] 		-1000.00	  0.00	  0.00
Aminobenzoate_import	2 C00008[c] + 2 C00009[c] + 2 C00080[c] + C00568[c]  <=> 2 C00001[c] + 2 C00002[c] + C00568_e[e] 		-1000.00	  0.00	  0.00
Biotin_import	2 C00008[c] + 2 C00009[c] + 2 C00080[c] + C00120[c]  <=> 2 C00001[c] + 2 C00002[c] + C00120_e[e] 	IB49_06815 or IB49_07190	-1000.00	  0.00	  0.00
Folate_import	2 C00008[c] + 2 C00009[c] + 2 C00080[c] + C00504[c]  <=> 2 C00001[c] + 2 C00002[c] + C00504_e[e] 		-1000.00	  0.00	  0.00
Iron_import	2 C00008[c] + 2 C00009[c] + 2 C00080[c] + C14818[c]  <=> 2 C00001[c] + 2 C00002[c] + C14818_e[e] 		-1000.00	  0.00	  0.00
Phosphate_import	2 C00008[c] + 3 C00009[c] + 2 C00080[c]  <=> 2 C00001[c] + 2 C00002[c] + C00009_e[e] 	IB49_04110 and IB49_04100 and IB49_04075	-1000.00	  0.00	  0.00
Glucose_importABC	2 C00008[c] + 2 C00009[c] + C00031[c] + 2 C00080[c]  <=> 2 C00001[c] + 2 C00002[c] + C00031_e[e] 	IB49_08495 and IB49_08490 and IB49_08485 and IB49_13425	-30.60	  0.00	  0.00
Galactose_import	2 C00008[c] + 2 C00009[c] + 2 C00080[c] + C00124[c]  <=> 2 C00001[c] + 2 C00002[c] + C00124_e[e] 		-1000.00	  0.00	  0.00
Complex_I	C00004[c] + 5 C00080[c] + Q[c]  -> C00003[c] + 4 C00080_e[e] + QH2[c] 	IB49_09280 and IB49_09330 and IB49_09325 and IB49_09315 and IB49_09310 and IB49_09305 and IB49_09300 and IB49_09295 and IB49_09290 and IB49_09285 and IB49_09280	  0.00	1000.00	  0.00
Complex_II	C01352[c] + Q[c]  -> C00016[c] + C00080_e[e] + QH2[c] 	IB49_05230 and IB49_05235	  0.00	1000.00	  0.00
Complex_III	0.5 C00007[c] + 2 C00080[c] + QH2[c]  -> C00001[c] + 2 C00080_e[e] + Q[c] 	IB49_15690 and IB49_15695 and IB49_15700 and IB49_15705 and IB49_18085 and IB49_18090	  0.00	1000.00	  0.00
ATP_Synthase	C00008[c] + C00009[c] + 4 C00080_e[e]  -> C00001[c] + C00002[c] + 3 C00080[c] 	IB49_09335 and IB49_09340 and IB49_09345 and IB49_09350 and IB49_09355 and IB49_09360 and IB49_09365 and IB49_09370	  0.00	1000.00	  0.00
Teichuronic_acid	2 C00167[c] + 2 C00203[c]  -> 3 C00015[c] + 3 C00080[c] + C00105[c] + 0.8366 Teichuronic_acid[c] 		  0.00	1000.00	  0.00
Peptidoglycan	C05898[c]  -> C04574[c] + Peptidoglycan[c] 		  0.00	1000.00	  0.00
CellWall	0.45 Peptidoglycan[c] + 0.55 Teichuronic_acid[c]  -> Cellwall[c] 		  0.00	1000.00	  0.00
aa_to_protein	18.455 C00001[c] + 9.2275 C00002[c] + 0.5669 C00025[c] + 0.8787 C00037[c] + 1.075 C00041[c] + 18.455 C00044[c] + 0.5813 C00047[c] + 0.4037 C00049[c] + 0.4253 C00062[c] + 0.5674 C00064[c] + 0.4 C00065[c] + 0.2087 C00073[c] + 0.1181 C00078[c] + 0.2884 C00079[c] + 0.2455 C00082[c] + 0.1317 C00097[c] + 0.7333 C00123[c] + 0.1727 C00135[c] + 0.3865 C00148[c] + 0.4042 C00152[c] + 0.6649 C00183[c] + 0.4961 C00188[c] + 0.4789 C00407[c]  -> 18.455 C00009[c] + 9.2275 C00013[c] + 9.2275 C00020[c] + 18.455 C00035[c] + 1.146 Protein[c] 		  0.00	1000.00	  0.00
CellMembrane	1.93 C00093[c] + 2.78 C00249[c] + 1.02 C01530[c] + 0.06 C06424[c]  -> 3.86 C00001[c] + 1.272 Cellmembrane[c] 		  0.00	1000.00	  0.00
RNA	0.726 C00002[c] + 0.756 C00044[c] + 0.855 C00063[c] + 0.781 C00075[c]  -> 3.1 C00013[c] + RNA[c] 	IB49_06300	  0.00	1000.00	  0.00
DNA	0.763 C00131[c] + 0.793 C00286[c] + 0.903 C00458[c] + 0.824 C00459[c]  -> 3.3 C00013[c] + DNA[c] 	IB49_17680 and IB49_05605 and IB49_16520 and IB49_10325 and IB49_10135 and IB49_04370 and IB49_04210 and IB49_08350 and IB49_10040 and IB49_17005 and IB49_16255 and IB49_05360 and IB49_05535 and IB49_11790 and IB49_17005 and IB49_17495	  0.00	1000.00	  0.00
Glycogen	C00498[c]  -> C00008[c] + 0.162 Glycogen[c] 		  0.00	1000.00	  0.00
Cofactor_Pool	0.92 C00003[c] + 0.054 C00006[c] + 0.013 C00010[c] + 0.013 C00016[c] + 0.04 C00018[c] + 0.025 C00019[c] + 0.16 C00032[c] + 0.022 C00061[c] + 0.024 C00068[c] + 0.4 C00120[c] + 0.22 C00504[c]  -> CofactorPool[c] 		  0.00	1000.00	  0.00
Biomass	40 C00001[c] + 40 C00002[c] + 0.11 Cellwall[c] + 0.51 Protein[c] + 0.04 Cellmembrane[c] + 0.28 RNA[c] + 0.02 DNA[c] + 0.012 Glycogen[c] + 0.028 CofactorPool[c]  -> 40 C00008[c] + 40 C00009[c] + 40 C00080[c] + Biomass[c] 		  0.00	1000.00	  1.00
EX_Biomass	Biomass[c]  -> 		  0.00	1000.00	  0.00
